blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,Address,latitude,longitude
35,MARINE CRES,10,1974,Y,N,N,Y,N,N,MP,126,0,0,72,54,0,0,0,0,0,0,0,0,35 MARINE CRES,1.303370404,103.9125219
35,TANGLIN HALT RD,10,1962,Y,N,N,N,N,N,QT,119,0,0,0,0,0,0,0,0,0,30,88,1,35 TANGLIN HALT RD,1.297049718,103.7982277
35,TEBAN GDNS RD,14,1976,Y,N,N,N,N,N,JE,108,0,0,104,0,4,0,0,0,0,0,0,0,35 TEBAN GDNS RD,1.31955256,103.7426448
35,TELOK BLANGAH RISE,4,1975,Y,Y,N,N,N,N,BM,28,0,0,28,0,0,0,0,0,0,0,0,0,35 TELOK BLANGAH RISE,1.273022019,103.8221232
35A,BEDOK STH AVE 2,1,2005,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,35A BEDOK STH AVE 2,1.322600153,103.9397927
35A,LOR 5 TOA PAYOH,5,1995,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,35A LOR 5 TOA PAYOH,1.334886917,103.854606
35A,MARGARET DR,1,2023,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,35A MARGARET DR,1.297781324,103.804948
35A,MARINE CRES,5,2001,N,N,N,N,Y,N,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,35A MARINE CRES,1.303780548,103.9129035
35A,TANGLIN HALT RD,1,2000,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,35A TANGLIN HALT RD,1.297044521,103.7987516
350,ANG MO KIO ST 32,30,1999,Y,N,N,N,N,N,AMK,174,0,0,0,87,87,0,0,0,0,0,0,0,350 ANG MO KIO ST 32,1.363713118,103.8500442
350,ANCHORVALE RD,17,2014,Y,N,N,N,N,Y,SK,344,0,0,0,0,0,0,0,0,173,171,0,0,350 ANCHORVALE RD,1.392847994,103.8864647
350,BT BATOK ST 34,9,1986,Y,Y,N,Y,N,N,BB,96,0,0,0,96,0,0,0,0,0,0,0,0,350 BT BATOK ST 34,1.361438585,103.7491525
350,CANBERRA RD,1,2000,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,350 CANBERRA RD,1.450098461,103.8210393
350,CHOA CHU KANG CTRL,4,1992,Y,N,N,N,N,N,CCK,14,0,0,0,0,0,14,0,0,0,0,0,0,350 CHOA CHU KANG CTRL,1.383527841,103.7434692
350,CLEMENTI AVE 2,10,1977,Y,N,N,N,N,N,CL,90,0,0,0,90,0,0,0,0,0,0,0,0,350 CLEMENTI AVE 2,1.315620153,103.7701917
350,CORPORATION DR,8,1996,Y,N,N,Y,N,N,JW,87,0,0,0,59,28,0,0,0,0,0,0,0,350 CORPORATION DR,1.338671624,103.719137
350,JURONG EAST AVE 1,2,1984,N,Y,N,N,N,N,JE,0,0,0,0,0,0,0,0,0,0,0,0,0,350 JURONG EAST AVE 1,1.344049419,103.7312556
350,TAMPINES ST 33,10,1994,Y,N,N,Y,N,N,TAP,81,0,0,0,45,36,0,0,0,0,0,0,0,350 TAMPINES ST 33,1.353851096,103.9630824
350,UBI AVE 1,4,1985,Y,Y,N,N,N,N,GL,19,0,0,14,5,0,0,0,0,0,0,0,0,350 UBI AVE 1,1.325804085,103.9012924
350,WOODLANDS AVE 3,12,1985,Y,N,N,N,N,N,WL,110,0,0,0,70,40,0,0,0,0,0,0,0,350 WOODLANDS AVE 3,1.433842288,103.782295
350,YISHUN AVE 11,12,1988,Y,N,N,N,N,N,YS,132,0,0,0,85,47,0,0,0,0,0,0,0,350 YISHUN AVE 11,1.425479851,103.844279
350A,ANCHORVALE RD,1,2015,N,Y,N,N,N,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,350A ANCHORVALE RD,1.392981131,103.8868954
350A,CANBERRA RD,14,1999,Y,N,N,Y,N,N,SB,78,0,0,0,26,52,0,0,0,0,0,0,0,350A CANBERRA RD,1.450540912,103.8206243
350A,YISHUN AVE 11,4,1988,Y,N,N,N,N,N,YS,14,0,0,0,0,0,14,0,0,0,0,0,0,350A YISHUN AVE 11,1.426042213,103.844359
350B,CANBERRA RD,14,1999,Y,N,N,Y,N,N,SB,78,0,0,0,26,52,0,0,0,0,0,0,0,350B CANBERRA RD,1.450073433,103.820763
350C,CANBERRA RD,14,1999,Y,N,N,Y,N,N,SB,78,0,0,0,26,52,0,0,0,0,0,0,0,350C CANBERRA RD,1.44996054,103.8203822
351,ANCHORVALE RD,5,2018,N,Y,N,Y,Y,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,351 ANCHORVALE RD,1.393327866,103.8866176
351,ANG MO KIO ST 32,30,1999,Y,N,N,N,N,N,AMK,116,0,0,0,58,58,0,0,0,0,0,0,0,351 ANG MO KIO ST 32,1.364323667,103.8503076
351,BT BATOK ST 34,4,1985,Y,N,N,N,N,N,BB,12,0,0,0,0,0,12,0,0,0,0,0,0,351 BT BATOK ST 34,1.361877855,103.7494555
351,CANBERRA RD,5,1999,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,351 CANBERRA RD,1.451188913,103.8203051
351,CHOA CHU KANG CTRL,14,1992,Y,N,N,N,N,N,CCK,52,0,0,0,0,0,52,0,0,0,0,0,0,351 CHOA CHU KANG CTRL,1.383504884,103.7430794
351,CLEMENTI AVE 2,10,1977,Y,N,N,Y,N,N,CL,213,0,0,190,18,2,1,0,0,0,0,2,0,351 CLEMENTI AVE 2,1.31535007,103.7708614
351,CORPORATION DR,11,1997,Y,Y,N,N,N,N,JW,80,0,0,0,40,40,0,0,0,0,0,0,0,351 CORPORATION DR,1.338972224,103.7198388
351,HOUGANG AVE 7,13,1984,Y,Y,N,N,N,N,HG,96,0,0,0,18,78,0,0,0,0,0,0,0,351 HOUGANG AVE 7,1.371739811,103.899
351,JURONG EAST ST 31,3,1984,Y,Y,N,N,N,N,JE,12,0,0,12,0,0,0,0,0,0,0,0,0,351 JURONG EAST ST 31,1.344832356,103.7307783
351,TAMPINES ST 33,10,1994,Y,Y,N,Y,N,N,TAP,108,0,0,0,54,54,0,0,0,0,0,0,0,351 TAMPINES ST 33,1.352956789,103.9630674
351,UBI AVE 1,10,1988,Y,N,N,N,N,N,GL,72,0,0,0,40,32,0,0,0,0,0,0,0,351 UBI AVE 1,1.325486285,103.9007277
351,WOODLANDS AVE 1,12,1996,Y,Y,N,N,N,N,WL,110,0,0,0,66,44,0,0,0,0,0,0,0,351 WOODLANDS AVE 1,1.432506001,103.7840616
351,YISHUN AVE 11,11,1987,Y,N,N,N,N,N,YS,50,0,0,0,0,0,50,0,0,0,0,0,0,351 YISHUN AVE 11,1.426429316,103.8440721
351A,ANCHORVALE RD,17,2018,Y,N,N,N,N,N,SK,112,0,0,0,112,0,0,0,0,0,0,0,0,351A ANCHORVALE RD,1.394153249,103.8865739
351A,CHOA CHU KANG CTRL,1,1992,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,351A CHOA CHU KANG CTRL,1.383217187,103.7430641
351A,CANBERRA RD,14,1999,Y,N,N,Y,N,N,SB,78,0,0,0,26,52,0,0,0,0,0,0,0,351A CANBERRA RD,1.450387632,103.820209
351A,TAMPINES ST 33,5,1994,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,351A TAMPINES ST 33,1.35228456,103.9628169
351B,ANCHORVALE RD,17,2018,Y,N,N,N,N,N,SK,144,0,112,32,0,0,0,0,0,0,0,0,0,351B ANCHORVALE RD,1.394084553,103.8869387
351B,CANBERRA RD,14,2000,Y,N,N,N,N,N,SB,80,0,0,0,27,53,0,0,0,0,0,0,0,351B CANBERRA RD,1.450860772,103.8199728
351C,ANCHORVALE RD,17,2018,Y,N,N,N,N,N,SK,143,0,112,31,0,0,0,0,0,0,0,0,0,351C ANCHORVALE RD,1.393745698,103.8869018
351C,CANBERRA RD,14,2000,Y,N,N,N,N,N,SB,78,0,0,0,26,52,0,0,0,0,0,0,0,351C CANBERRA RD,1.451335115,103.8197671
351D,ANCHORVALE RD,17,2018,Y,N,N,N,N,N,SK,112,0,0,0,112,0,0,0,0,0,0,0,0,351D ANCHORVALE RD,1.393685061,103.8864075
351D,CANBERRA RD,14,2000,Y,N,N,N,N,N,SB,78,0,0,0,0,0,78,0,0,0,0,0,0,351D CANBERRA RD,1.451240062,103.8194984
352,ANG MO KIO ST 32,30,1999,Y,N,N,N,N,N,AMK,135,0,0,0,87,48,0,0,0,0,0,0,0,352 ANG MO KIO ST 32,1.364424744,103.850864
352,BT BATOK ST 34,4,1985,Y,N,N,N,N,N,BB,12,0,0,0,0,0,12,0,0,0,0,0,0,352 BT BATOK ST 34,1.361597982,103.7494607
352,CHOA CHU KANG CTRL,12,1991,Y,N,N,N,N,N,CCK,88,0,0,0,55,33,0,0,0,0,0,0,0,352 CHOA CHU KANG CTRL,1.382844724,103.7431573
352,CLEMENTI AVE 2,4,1977,Y,Y,N,N,N,N,CL,69,0,0,58,10,0,1,0,0,0,0,0,0,352 CLEMENTI AVE 2,1.314278602,103.7713506
352,HOUGANG AVE 7,13,1984,Y,N,N,N,N,N,HG,96,0,0,0,96,0,0,0,0,0,0,0,0,352 HOUGANG AVE 7,1.372105694,103.8990993
352,JURONG EAST ST 31,3,1984,Y,Y,N,N,N,N,JE,12,0,0,12,0,0,0,0,0,0,0,0,0,352 JURONG EAST ST 31,1.344922895,103.7304008
352,KANG CHING RD,11,1995,Y,N,N,Y,N,N,JW,104,0,0,0,64,40,0,0,0,0,0,0,0,352 KANG CHING RD,1.339365794,103.7201844
352,TAMPINES ST 33,10,1994,Y,N,N,N,N,N,TAP,72,0,0,0,45,27,0,0,0,0,0,0,0,352 TAMPINES ST 33,1.354165275,103.9624426
352,UBI AVE 1,10,1988,Y,N,N,Y,N,N,GL,108,0,0,0,62,46,0,0,0,0,0,0,0,352 UBI AVE 1,1.325227018,103.8994002
352,WOODLANDS AVE 1,12,1996,Y,N,N,Y,N,N,WL,77,0,0,0,44,33,0,0,0,0,0,0,0,352 WOODLANDS AVE 1,1.431642419,103.7845206
352,YISHUN RING RD,11,1987,Y,N,N,N,N,N,YS,50,0,0,0,0,0,50,0,0,0,0,0,0,352 YISHUN RING RD,1.426462542,103.8449089
352A,ANG MO KIO ST 32,5,1999,N,N,N,N,Y,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,352A ANG MO KIO ST 32,1.364105815,103.8509357
352A,CANBERRA RD,14,2000,Y,N,N,N,N,N,SB,80,0,0,0,27,53,0,0,0,0,0,0,0,352A CANBERRA RD,1.450655082,103.8196509
352B,CANBERRA RD,14,2000,Y,N,N,N,N,N,SB,80,0,0,0,27,53,0,0,0,0,0,0,0,352B CANBERRA RD,1.450298965,103.8198148
352C,CANBERRA RD,14,2000,Y,N,N,N,N,N,SB,91,0,0,0,26,65,0,0,0,0,0,0,0,352C CANBERRA RD,1.449837647,103.819822
353,ADMIRALTY DR,1,2000,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,353 ADMIRALTY DR,1.451079452,103.8190343
353,ANG MO KIO ST 32,30,1999,Y,N,N,N,N,N,AMK,145,0,0,0,87,58,0,0,0,0,0,0,0,353 ANG MO KIO ST 32,1.364068079,103.8516123
353,ANCHORVALE LANE,7,2019,N,Y,N,Y,Y,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,353 ANCHORVALE LANE,1.393159677,103.8856599
353,BT BATOK ST 34,4,1985,Y,N,N,N,N,N,BB,8,0,0,0,0,0,8,0,0,0,0,0,0,353 BT BATOK ST 34,1.361749564,103.7497987
353,CHOA CHU KANG CTRL,14,1991,Y,N,N,Y,N,N,CCK,117,0,0,0,65,52,0,0,0,0,0,0,0,353 CHOA CHU KANG CTRL,1.382137071,103.7433975
353,CLEMENTI AVE 2,1,1978,N,Y,Y,N,N,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,353 CLEMENTI AVE 2,1.31437918,103.7709196
353,HOUGANG AVE 7,4,1984,Y,N,N,N,N,N,HG,8,0,0,0,0,0,8,0,0,0,0,0,0,353 HOUGANG AVE 7,1.372143615,103.8995152
353,JURONG EAST ST 31,2,1984,N,Y,N,N,N,N,JE,0,0,0,0,0,0,0,0,0,0,0,0,0,353 JURONG EAST ST 31,1.344423923,103.730508
353,KANG CHING RD,11,1995,Y,N,N,Y,N,N,JW,104,0,0,0,64,40,0,0,0,0,0,0,0,353 KANG CHING RD,1.339636047,103.7205282
353,TAMPINES ST 33,9,1994,Y,N,N,N,N,N,TAP,80,0,0,0,48,32,0,0,0,0,0,0,0,353 TAMPINES ST 33,1.354512737,103.9630286
353,WOODLANDS AVE 1,12,1996,Y,N,N,Y,N,N,WL,77,0,0,0,44,33,0,0,0,0,0,0,0,353 WOODLANDS AVE 1,1.431816487,103.7851624
353,YISHUN RING RD,12,1987,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,353 YISHUN RING RD,1.426137278,103.8452165
353A,ANCHORVALE LANE,17,2019,Y,N,N,N,N,N,SK,240,0,176,32,32,0,0,0,0,0,0,0,0,353A ANCHORVALE LANE,1.393806501,103.8856159
353A,ADMIRALTY DR,15,2000,Y,N,N,N,N,N,SB,86,0,0,0,29,57,0,0,0,0,0,0,0,353A ADMIRALTY DR,1.45053763,103.8191355
353A,CLEMENTI AVE 2,1,1980,N,Y,N,N,N,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,353A CLEMENTI AVE 2,1.314669259,103.7705792
353B,ANCHORVALE LANE,18,2019,Y,N,N,N,N,N,SK,224,0,144,32,48,0,0,0,0,0,0,0,0,353B ANCHORVALE LANE,1.39434782,103.8858568
353B,ADMIRALTY DR,15,2000,Y,N,N,N,N,N,SB,86,0,0,0,29,57,0,0,0,0,0,0,0,353B ADMIRALTY DR,1.450165067,103.8193068
353C,ADMIRALTY DR,15,2000,Y,N,N,N,N,N,SB,98,0,0,0,28,70,0,0,0,0,0,0,0,353C ADMIRALTY DR,1.449757874,103.8194492
354,ADMIRALTY DR,5,2000,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,354 ADMIRALTY DR,1.450060521,103.8184061
354,ANG MO KIO ST 32,30,1999,Y,N,N,N,N,N,AMK,145,0,0,0,87,58,0,0,0,0,0,0,0,354 ANG MO KIO ST 32,1.363877525,103.8520286
354,BT BATOK ST 31,15,1986,Y,N,N,N,N,N,BB,90,0,0,0,0,0,90,0,0,0,0,0,0,354 BT BATOK ST 31,1.361387487,103.7497292
354,CHOA CHU KANG CTRL,14,1991,Y,N,N,N,N,N,CCK,106,0,0,0,67,39,0,0,0,0,0,0,0,354 CHOA CHU KANG CTRL,1.382645438,103.7435611
354,CLEMENTI AVE 2,4,1979,Y,Y,N,N,N,N,CL,107,0,0,97,10,0,0,0,0,0,0,0,0,354 CLEMENTI AVE 2,1.313513864,103.7708611
354,HOUGANG AVE 7,13,1984,Y,N,N,N,N,N,HG,96,0,0,0,96,0,0,0,0,0,0,0,0,354 HOUGANG AVE 7,1.372408326,103.8994333
354,JURONG EAST AVE 1,5,1989,N,Y,N,N,Y,N,JE,0,0,0,0,0,0,0,0,0,0,0,0,0,354 JURONG EAST AVE 1,1.344533586,103.7318883
354,KANG CHING RD,11,1995,Y,N,N,Y,N,N,JW,90,0,0,0,50,40,0,0,0,0,0,0,0,354 KANG CHING RD,1.339157885,103.7209314
354,TAMPINES ST 33,9,1994,Y,Y,N,N,N,N,TAP,72,0,0,0,48,24,0,0,0,0,0,0,0,354 TAMPINES ST 33,1.354861402,103.9624989
354,WOODLANDS AVE 1,12,1996,Y,N,N,N,N,N,WL,79,0,0,0,46,33,0,0,0,0,0,0,0,354 WOODLANDS AVE 1,1.432391702,103.7850653
354,YISHUN RING RD,12,1987,Y,N,N,N,N,N,YS,110,0,0,66,44,0,0,0,0,0,0,0,0,354 YISHUN RING RD,1.425785973,103.8452281
354A,ADMIRALTY DR,15,2000,Y,N,N,N,N,N,SB,86,0,0,0,29,57,0,0,0,0,0,0,0,354A ADMIRALTY DR,1.450066,103.8188909
354A,ANG MO KIO ST 32,1,2000,N,N,N,N,N,Y,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,354A ANG MO KIO ST 32,1.364404397,103.8518109
354A,TAMPINES ST 33,5,1994,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,354A TAMPINES ST 33,1.354655833,103.9621902
354A,WOODLANDS AVE 1,5,1996,N,Y,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,354A WOODLANDS AVE 1,1.432849237,103.7850652
354B,ADMIRALTY DR,15,2000,Y,N,N,N,N,N,SB,86,0,0,0,29,57,0,0,0,0,0,0,0,354B ADMIRALTY DR,1.450398989,103.818681
354C,ADMIRALTY DR,15,2000,Y,N,N,N,N,N,SB,84,0,0,0,28,56,0,0,0,0,0,0,0,354C ADMIRALTY DR,1.450644444,103.8182495
354D,ADMIRALTY DR,15,2000,Y,N,N,Y,N,N,SB,84,0,0,0,0,0,84,0,0,0,0,0,0,354D ADMIRALTY DR,1.450783882,103.8186449
355,BT BATOK ST 31,4,1986,Y,N,N,N,N,N,BB,8,0,0,0,0,0,8,0,0,0,0,0,0,355 BT BATOK ST 31,1.361779969,103.7505282
355,CHOA CHU KANG CTRL,14,1992,Y,N,N,N,N,N,CCK,91,0,0,0,52,39,0,0,0,0,0,0,0,355 CHOA CHU KANG CTRL,1.383124223,103.7437748
355,CLEMENTI AVE 2,25,1977,Y,N,N,N,N,N,CL,96,0,0,0,0,96,0,0,0,0,0,0,0,355 CLEMENTI AVE 2,1.314451299,103.7695645
355,HOUGANG AVE 7,4,1984,Y,N,N,N,N,N,HG,48,0,0,16,32,0,0,0,0,0,0,0,0,355 HOUGANG AVE 7,1.37187581,103.8982395
355,KANG CHING RD,11,1995,Y,N,N,Y,N,N,JW,90,0,0,0,50,40,0,0,0,0,0,0,0,355 KANG CHING RD,1.338573457,103.7208358
355,SEMBAWANG WAY,3,2002,N,Y,N,Y,N,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,355 SEMBAWANG WAY,1.432846021,103.7845506
355,TAMPINES ST 33,10,1994,Y,N,N,Y,N,N,TAP,72,0,0,0,36,36,0,0,0,0,0,0,0,355 TAMPINES ST 33,1.355050591,103.9616
355,UBI RD 3,7,2022,N,N,N,N,Y,Y,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,355 UBI RD 3,1.327191348,103.8991094
355,WOODLANDS AVE 1,12,1996,Y,Y,N,N,N,N,WL,88,0,0,0,55,33,0,0,0,0,0,0,0,355 WOODLANDS AVE 1,1.432846021,103.7845506
355,YISHUN RING RD,11,1987,Y,N,N,N,N,N,YS,45,0,0,0,0,0,45,0,0,0,0,0,0,355 YISHUN RING RD,1.425404168,103.8448431
355A,ANCHORVALE LANE,17,2019,Y,N,N,N,N,N,SK,192,0,128,32,32,0,0,0,0,0,0,0,0,355A ANCHORVALE LANE,1.392968722,103.8851072
355A,SEMBAWANG WAY,14,2001,Y,N,N,N,N,N,SB,44,0,0,0,0,44,0,0,0,0,0,0,0,355A SEMBAWANG WAY,1.449529899,103.8189642
355A,YISHUN RING RD,4,1987,Y,N,N,N,N,N,YS,16,0,0,0,0,0,16,0,0,0,0,0,0,355A YISHUN RING RD,1.426017176,103.8446546
356,ADMIRALTY DR,1,2000,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,356 ADMIRALTY DR,1.449527053,103.817227
356,ANCHORVALE LANE,1,2020,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,356 ANCHORVALE LANE,1.393119031,103.8845961
356,BT BATOK ST 31,4,1986,Y,N,N,N,N,N,BB,12,0,0,0,0,0,12,0,0,0,0,0,0,356 BT BATOK ST 31,1.361934863,103.7508695
356,CLEMENTI AVE 2,25,1977,Y,N,N,N,N,N,CL,96,0,0,0,0,96,0,0,0,0,0,0,0,356 CLEMENTI AVE 2,1.313959671,103.7698314
356,HOUGANG AVE 7,4,1984,Y,Y,N,N,N,N,HG,24,0,0,20,4,0,0,0,0,0,0,0,0,356 HOUGANG AVE 7,1.372593142,103.8988131
356,TAMPINES ST 33,10,1994,Y,N,N,N,N,N,TAP,76,0,0,0,0,76,0,0,0,0,0,0,0,356 TAMPINES ST 33,1.354400666,103.9614548
356,WOODLANDS AVE 5,12,1995,Y,N,N,N,N,N,WL,56,0,0,0,0,0,56,0,0,0,0,0,0,356 WOODLANDS AVE 5,1.433275633,103.7849719
356,YISHUN RING RD,11,1987,Y,N,N,Y,N,N,YS,70,0,0,0,0,0,70,0,0,0,0,0,0,356 YISHUN RING RD,1.425310512,103.8454557
356A,ANCHORVALE LANE,17,2019,Y,N,N,N,N,N,SK,112,0,0,0,80,32,0,0,0,0,0,0,0,356A ANCHORVALE LANE,1.393435775,103.884812
356A,ADMIRALTY DR,16,1999,Y,N,N,Y,N,N,SB,85,0,0,0,57,28,0,0,0,0,0,0,0,356A ADMIRALTY DR,1.449441345,103.8168524
356A,UBI RD 3,12,2022,Y,N,N,N,N,N,GL,99,0,0,0,99,0,0,0,0,0,0,0,0,356A UBI RD 3,1.326836391,103.8996318
356B,ANCHORVALE LANE,18,2019,Y,N,N,N,N,N,SK,153,0,0,0,68,85,0,0,0,0,0,0,0,356B ANCHORVALE LANE,1.393906633,103.8845068
356B,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,113,0,0,0,32,55,26,0,0,0,0,0,0,356B ADMIRALTY DR,1.449228692,103.8173757
356B,UBI RD 3,12,2022,Y,N,N,N,N,N,GL,65,0,0,0,65,0,0,0,0,0,0,0,0,356B UBI RD 3,1.327354689,103.8996495
356C,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,115,0,0,0,33,56,26,0,0,0,0,0,0,356C ADMIRALTY DR,1.449252211,103.8177946
356C,UBI RD 3,14,2022,Y,N,N,N,N,N,GL,104,0,0,0,104,0,0,0,0,0,0,0,0,356C UBI RD 3,1.327427667,103.8999503
356D,UBI RD 3,15,2022,Y,N,N,N,N,N,GL,112,0,0,0,112,0,0,0,0,0,0,0,0,356D UBI RD 3,1.327042961,103.9003035
357,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,113,0,0,0,60,29,24,0,0,0,0,0,0,357 ADMIRALTY DR,1.450036033,103.8164351
357,BT BATOK ST 31,4,1986,Y,N,N,N,N,N,BB,12,0,0,0,0,0,12,0,0,0,0,0,0,357 BT BATOK ST 31,1.361654964,103.7508747
357,CLEMENTI AVE 2,25,1977,Y,N,N,N,N,N,CL,96,0,0,0,0,96,0,0,0,0,0,0,0,357 CLEMENTI AVE 2,1.314082796,103.7692027
357,HOUGANG AVE 7,15,1984,Y,N,N,Y,N,N,HG,82,0,0,0,0,0,82,0,0,0,0,0,0,357 HOUGANG AVE 7,1.372858509,103.8996487
357,TAMPINES ST 33,10,1995,Y,Y,N,N,N,N,TAP,72,0,0,0,36,36,0,0,0,0,0,0,0,357 TAMPINES ST 33,1.354019543,103.9615998
357,UBI RD 3,6,2023,N,N,N,Y,Y,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,357 UBI RD 3,1.328972233,103.8987827
357,WOODLANDS AVE 5,12,1995,Y,N,N,N,N,N,WL,56,0,0,0,0,0,56,0,0,0,0,0,0,357 WOODLANDS AVE 5,1.433145228,103.7844341
357,YISHUN RING RD,12,1988,Y,N,N,Y,N,N,YS,88,0,0,0,48,40,0,0,0,0,0,0,0,357 YISHUN RING RD,1.425907664,103.8459948
357,YUNG AN RD,15,1994,Y,N,N,N,N,N,JW,86,0,0,0,44,42,0,0,0,0,0,0,0,357 YUNG AN RD,1.336828968,103.7211176
357A,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,113,0,0,0,32,55,26,0,0,0,0,0,0,357A ADMIRALTY DR,1.450043994,103.8170033
357A,UBI RD 3,12,2022,Y,N,N,N,N,N,GL,87,0,0,0,87,0,0,0,0,0,0,0,0,357A UBI RD 3,1.327853401,103.8994911
357B,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,115,0,0,0,33,56,26,0,0,0,0,0,0,357B ADMIRALTY DR,1.450241683,103.8173161
357B,UBI RD 3,12,2022,Y,N,N,N,N,N,GL,88,0,0,0,88,0,0,0,0,0,0,0,0,357B UBI RD 3,1.328340684,103.8993946
357C,ADMIRALTY DR,16,1999,Y,N,N,N,N,N,SB,113,0,0,0,32,55,26,0,0,0,0,0,0,357C ADMIRALTY DR,1.449829415,103.817599
357C,UBI RD 3,12,2022,Y,N,N,N,N,N,GL,86,0,0,0,86,0,0,0,0,0,0,0,0,357C UBI RD 3,1.328799166,103.8993084
357D,UBI RD 3,10,2023,Y,N,N,Y,N,N,GL,72,0,0,0,72,0,0,0,0,0,0,0,0,357D UBI RD 3,1.329240793,103.899157
358,ADMIRALTY DR,1,2000,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,358 ADMIRALTY DR,1.449350796,103.8164107
358,BT BATOK ST 31,12,1985,Y,N,N,N,N,N,BB,88,0,0,0,88,0,0,0,0,0,0,0,0,358 BT BATOK ST 31,1.361412265,103.7507505
358,CLEMENTI AVE 2,12,1977,Y,Y,N,N,N,N,CL,88,0,0,0,88,0,0,0,0,0,0,0,0,358 CLEMENTI AVE 2,1.313585749,103.7690843
358,HOUGANG AVE 5,16,1991,Y,N,N,N,N,N,HG,60,0,0,0,0,0,60,0,0,0,0,0,0,358 HOUGANG AVE 5,1.36884149,103.8955932
358,TAMPINES ST 33,9,1994,Y,N,N,Y,N,N,TAP,96,0,0,0,64,32,0,0,0,0,0,0,0,358 TAMPINES ST 33,1.35447448,103.9610042
358,UBI RD 3,1,2023,N,N,N,N,N,Y,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,358 UBI RD 3,1.329478512,103.8989606
358,WOODLANDS AVE 5,12,1995,Y,N,N,N,N,N,WL,56,0,0,0,0,0,56,0,0,0,0,0,0,358 WOODLANDS AVE 5,1.433682627,103.7838751
358,YISHUN RING RD,4,1988,Y,N,N,N,N,N,YS,20,0,0,0,0,0,20,0,0,0,0,0,0,358 YISHUN RING RD,1.426851971,103.8459661
358,YUNG AN RD,15,1994,Y,N,N,N,N,N,JW,56,0,0,0,0,56,0,0,0,0,0,0,0,358 YUNG AN RD,1.336414673,103.7207737
358A,ADMIRALTY DR,8,1999,N,N,N,N,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,358A ADMIRALTY DR,1.448835837,103.8159271
358A,UBI RD 3,12,2022,Y,N,N,N,N,N,GL,110,0,0,0,110,0,0,0,0,0,0,0,0,358A UBI RD 3,1.327887793,103.9001357
358A,WOODLANDS AVE 5,6,1995,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,358A WOODLANDS AVE 5,1.433203541,103.7839603
358B,UBI RD 3,12,2022,Y,N,N,N,N,N,GL,110,0,0,0,110,0,0,0,0,0,0,0,0,358B UBI RD 3,1.328425847,103.9002145
358C,UBI RD 3,12,2023,Y,N,N,N,N,N,GL,143,0,66,44,33,0,0,0,0,0,0,0,0,358C UBI RD 3,1.329028289,103.900145
358D,UBI RD 3,10,2023,Y,N,N,Y,N,N,GL,117,0,54,36,27,0,0,0,0,0,0,0,0,358D UBI RD 3,1.329466941,103.8999332
