name,latitude,longitude,type
252 CHOA CHU KANG AVE 2,1.378035394,103.7450207,HDB Property
252 COMPASSVALE ST,1.393681906,103.90077,HDB Property
252 HOUGANG AVE 3,1.360165215,103.8927117,HDB Property
252 JURONG EAST ST 24,1.343020267,103.7381155,HDB Property
252 KIM KEAT LINK,1.33121483,103.8572418,HDB Property
252 PASIR RIS ST 21,1.368172718,103.9625637,HDB Property
252 TAMPINES ST 21,1.352547023,103.9490641,HDB Property
252 YISHUN RING RD,1.434687079,103.8411535,HDB Property
252A COMPASSVALE ST,1.393720667,103.9004723,HDB Property
253 ANG MO KIO ST 21,1.369460545,103.834659,HDB Property
253 BANGKIT RD,1.379587299,103.7748199,HDB Property
253 BISHAN ST 22,1.362243147,103.8431024,HDB Property
253 BT BATOK EAST AVE 5,1.350104507,103.7576192,HDB Property
253 CHOA CHU KANG AVE 1,1.376777495,103.7445489,HDB Property
253 COMPASSVALE ST,1.393996214,103.9001832,HDB Property
253 HOUGANG AVE 3,1.360428288,103.8922069,HDB Property
253 JURONG EAST ST 24,1.343188358,103.7367858,HDB Property
253 KIM KEAT AVE,1.331121949,103.8577798,HDB Property
253 PASIR RIS ST 21,1.368154476,103.9630744,HDB Property
253 SERANGOON CTRL DR,1.354039398,103.8708515,HDB Property
253 SIMEI ST 1,1.341821167,103.952586,HDB Property
253 TAMPINES ST 21,1.353264077,103.9481148,HDB Property
253 YISHUN RING RD,1.435074739,103.840795,HDB Property
253A ANG MO KIO ST 21,1.369946401,103.8342845,HDB Property
253A CHOA CHU KANG AVE 1,1.377409164,103.7439408,HDB Property
254 ANG MO KIO AVE 4,1.37020344,103.8346877,HDB Property
254 BANGKIT RD,1.379593327,103.7738546,HDB Property
54A HAVELOCK RD,1.289625549,103.8291739,HDB Property
254 BISHAN ST 22,1.361923241,103.8429992,HDB Property
254 BT BATOK EAST AVE 4,1.349797078,103.7581483,HDB Property
254 CHOA CHU KANG AVE 2,1.378222383,103.7438852,HDB Property
254 COMPASSVALE RD,1.394267751,103.8997517,HDB Property
254 HOUGANG AVE 3,1.360306618,103.8914537,HDB Property
254 JURONG EAST ST 24,1.343488185,103.7377384,HDB Property
254 KIM KEAT AVE,1.331733154,103.8583293,HDB Property
254 PASIR RIS ST 21,1.368143251,103.9638194,HDB Property
254 SERANGOON CTRL DR,1.354062299,103.8712169,HDB Property
254 SIMEI ST 1,1.341866375,103.9520194,HDB Property
254 TAMPINES ST 21,1.352993299,103.94935,HDB Property
254 YISHUN RING RD,1.434618917,103.8405839,HDB Property
254A SERANGOON CTRL DR,1.35398521,103.8713595,HDB Property
255 ANG MO KIO AVE 4,1.370654871,103.8346302,HDB Property
255 BANGKIT RD,1.379586635,103.7730532,HDB Property
255 BISHAN ST 22,1.36166764,103.8427432,HDB Property
255 BT BATOK EAST AVE 4,1.350145671,103.7584653,HDB Property
255 COMPASSVALE RD,1.394317361,103.8992082,HDB Property
255 JURONG EAST ST 24,1.344341319,103.7379086,HDB Property
255 KIM KEAT AVE,1.331659373,103.8577615,HDB Property
255 PASIR RIS ST 21,1.368227454,103.9642038,HDB Property
255 SERANGOON CTRL DR,1.355062011,103.8708719,HDB Property
255 SIMEI ST 1,1.342429017,103.9517586,HDB Property
255 TAMPINES ST 21,1.352743287,103.9503836,HDB Property
255 YISHUN RING RD,1.434316315,103.8406895,HDB Property
255A ANG MO KIO ST 21,1.37042907,103.8346713,HDB Property
255A PASIR RIS ST 21,1.367988266,103.963983,HDB Property
256 ANG MO KIO AVE 4,1.370615176,103.8359677,HDB Property
256 BANGKIT RD,1.379047759,103.773004,HDB Property
256 BISHAN ST 22,1.361318448,103.8426838,HDB Property
256 BT BATOK EAST AVE 4,1.350850379,103.7583784,HDB Property
256 COMPASSVALE RD,1.393874284,103.8992814,HDB Property
256 JURONG EAST ST 24,1.344165273,103.7382634,HDB Property
256 KIM KEAT AVE,1.332192067,103.8584987,HDB Property
256 PASIR RIS ST 21,1.367524576,103.963727,HDB Property
256 SERANGOON CTRL DR,1.355102161,103.8714468,HDB Property
256 SIMEI ST 1,1.343041576,103.9517634,HDB Property
256 SUMANG WALK,1.405534903,103.8955145,HDB Property
256 TAMPINES ST 21,1.353235727,103.9499466,HDB Property
256 YISHUN RING RD,1.434093421,103.8399792,HDB Property
256A ANG MO KIO ST 21,1.370395705,103.8359046,HDB Property
256A COMPASSVALE RD,1.393621496,103.8995301,HDB Property
256A SIMEI ST 1,1.342526089,103.9522935,HDB Property
256A SUMANG WALK,1.406091605,103.8957066,HDB Property
256A SERANGOON CTRL DR,1.355216301,103.8716276,HDB Property
256B SUMANG WALK,1.406049079,103.8961795,HDB Property
256C SUMANG WALK,1.405402037,103.8959105,HDB Property
256D SUMANG WALK,1.404948702,103.8960077,HDB Property
257 ANG MO KIO AVE 4,1.370170114,103.8357825,HDB Property
257 BANGKIT RD,1.378508736,103.7732123,HDB Property
257 BISHAN ST 22,1.359716874,103.8431031,HDB Property
257 BOON LAY DR,1.34582026,103.7082524,HDB Property
257 BT BATOK EAST AVE 4,1.351170884,103.7579849,HDB Property
257 COMPASSVALE RD,1.392944275,103.8979576,HDB Property
257 JURONG EAST ST 24,1.344518043,103.7386303,HDB Property
257 KIM KEAT AVE,1.332606885,103.8572705,HDB Property
257 PASIR RIS ST 21,1.367059707,103.9636979,HDB Property
257 SERANGOON CTRL DR,1.355126126,103.8720297,HDB Property
257 SUMANG WALK,1.405235611,103.8956418,HDB Property
257 TAMPINES ST 21,1.35376054,103.9499397,HDB Property
257 YISHUN RING RD,1.434567049,103.8394447,HDB Property
257A BOON LAY DR,1.345986769,103.7075647,HDB Property
257A COMPASSVALE RD,1.392386288,103.8976478,HDB Property
257A PASIR RIS ST 21,1.36755918,103.9632633,HDB Property
257A SERANGOON CTRL DR,1.355208528,103.8723656,HDB Property
257B COMPASSVALE RD,1.392597856,103.8969804,HDB Property
257C COMPASSVALE RD,1.392787985,103.8963883,HDB Property
258 ANG MO KIO AVE 4,1.369913499,103.8365253,HDB Property
258 BISHAN ST 22,1.359813989,103.8426907,HDB Property
258 BOON LAY DR,1.346187129,103.7084253,HDB Property
258 BT PANJANG RING RD,1.377896535,103.7731538,HDB Property
258 BT BATOK EAST AVE 4,1.35127412,103.7588715,HDB Property
258 COMPASSVALE RD,1.393603481,103.8968137,HDB Property
258 JURONG EAST ST 24,1.343786349,103.7386358,HDB Property
258 KIM KEAT AVE,1.3328452,103.8578288,HDB Property
258 PASIR RIS ST 21,1.367066342,103.9646356,HDB Property
258 PUNGGOL FIELD,1.404209798,103.8956389,HDB Property
258 SERANGOON CTRL DR,1.355169376,103.8727087,HDB Property
258 TAMPINES ST 21,1.354338515,103.9500295,HDB Property
258 YISHUN ST 22,1.435155732,103.8398043,HDB Property
258A COMPASSVALE RD,1.392934744,103.8969182,HDB Property
258A PUNGGOL FIELD,1.403799309,103.8959881,HDB Property
258B COMPASSVALE RD,1.392902775,103.8974046,HDB Property
258B PUNGGOL FIELD,1.403682308,103.8964614,HDB Property
258C COMPASSVALE RD,1.393395773,103.8975732,HDB Property
258C PUNGGOL FIELD,1.404141932,103.8963636,HDB Property
258D COMPASSVALE RD,1.393504589,103.8970972,HDB Property
259 ANG MO KIO AVE 2,1.368581482,103.8315578,HDB Property
259 BISHAN ST 22,1.359967803,103.8422466,HDB Property
259 BOON LAY DR,1.345514362,103.7086356,HDB Property
259 BT BATOK EAST AVE 4,1.350858597,103.7597611,HDB Property
259 BT PANJANG RING RD,1.377042931,103.7733101,HDB Property
259 COMPASSVALE RD,1.393532425,103.8965613,HDB Property
259 JURONG EAST ST 24,1.344174546,103.7398756,HDB Property
259 KIM KEAT AVE,1.333895887,103.8575588,HDB Property
259 PASIR RIS ST 21,1.36645364,103.9645985,HDB Property
259 PUNGGOL FIELD,1.404466613,103.8953349,HDB Property
259 TAMPINES ST 21,1.355135681,103.9499859,HDB Property
259 YISHUN ST 22,1.434980064,103.8389647,HDB Property
259A BANGKIT RD,1.377507276,103.7736056,HDB Property
259A COMPASSVALE RD,1.393905906,103.8967321,HDB Property
259A PUNGGOL FIELD,1.4038234,103.8955478,HDB Property
259B BANGKIT RD,1.377762325,103.7735167,HDB Property
259B COMPASSVALE RD,1.393871198,103.897506,HDB Property
259B PUNGGOL FIELD,1.403878308,103.8952388,HDB Property
259C COMPASSVALE RD,1.39338846,103.8980814,HDB Property
259C PUNGGOL FIELD,1.404534086,103.8956655,HDB Property
26 BENDEMEER RD,1.318307537,103.8629219,HDB Property
26 CHAI CHEE RD,1.323311612,103.9236205,HDB Property
26 DOVER CRES,1.305913876,103.7815667,HDB Property
26 GHIM MOH LINK,1.30838826,103.7855513,HDB Property
26 JLN BERSEH,1.306163609,103.8577767,HDB Property
26 JLN MEMBINA,1.282634376,103.8255958,HDB Property
26 JLN KLINIK,1.288171345,103.828454,HDB Property
26 MARSILING DR,1.441963079,103.7732218,HDB Property
26 NEW UPP CHANGI RD,1.323338363,103.9342073,HDB Property
26 ST. GEORGE'S LANE,1.322055806,103.862823,HDB Property
26 TECK WHYE LANE,1.377621124,103.75574,HDB Property
26 TELOK BLANGAH CRES,1.276693247,103.8188666,HDB Property
26 TIONG BAHRU RD,1.285670557,103.8308321,HDB Property
26 TOA PAYOH EAST,1.33291837,103.8567631,HDB Property
26A CHAI CHEE RD,1.323700479,103.9234972,HDB Property
26A JLN MEMBINA,1.283062285,103.8260599,HDB Property
26A ST. GEORGE'S LANE,1.322388248,103.8624388,HDB Property
26B JLN MEMBINA,1.283092071,103.8255924,HDB Property
26B ST. GEORGE'S LANE,1.321668621,103.8627179,HDB Property
26C JLN MEMBINA,1.282757974,103.8252056,HDB Property
26D JLN MEMBINA,1.28209884,103.8252028,HDB Property
260 ANG MO KIO ST 21,1.368916171,103.8344995,HDB Property
260 BANGKIT RD,1.377940562,103.7733378,HDB Property
260 BISHAN ST 22,1.359613768,103.8421874,HDB Property
260 BOON LAY DR,1.345093736,103.7080333,HDB Property
260 BT BATOK EAST AVE 4,1.350912592,103.7590211,HDB Property
260 JURONG EAST ST 24,1.343721756,103.7402229,HDB Property
260 KIM KEAT AVE,1.331999623,103.8573785,HDB Property
260 SENGKANG EAST WAY,1.393736417,103.8958166,HDB Property
260 TAMPINES ST 21,1.35464006,103.9501008,HDB Property
260 YISHUN ST 22,1.435477541,103.8392765,HDB Property
260A ANG MO KIO ST 21,1.369289348,103.8341319,HDB Property
260A PUNGGOL WAY,1.404797138,103.8966161,HDB Property
260A SENGKANG EAST WAY,1.393141091,103.8955694,HDB Property
260B ANG MO KIO ST 21,1.3688641,103.8339542,HDB Property
260B PUNGGOL WAY,1.404884893,103.8963513,HDB Property
260B SENGKANG EAST WAY,1.393641335,103.8952753,HDB Property
260C ANG MO KIO ST 21,1.369470414,103.8338275,HDB Property
260C PUNGGOL WAY,1.40524575,103.8964109,HDB Property
260C SENGKANG EAST WAY,1.394132982,103.8954436,HDB Property
260D SENGKANG EAST WAY,1.394433763,103.895864,HDB Property
261 BISHAN ST 22,1.358986893,103.8433244,HDB Property
261 BOON LAY DR,1.3455927,103.7078953,HDB Property
261 BT BATOK EAST AVE 4,1.350529221,103.7588064,HDB Property
261 COMPASSVALE ST,1.394807641,103.8946083,HDB Property
261 JURONG EAST ST 24,1.344495689,103.7404011,HDB Property
261 PUNGGOL WAY,1.405927099,103.8970132,HDB Property
261 SERANGOON CTRL DR,1.354052552,103.8725245,HDB Property
261 TAMPINES ST 21,1.354303493,103.9509655,HDB Property
261 TOA PAYOH EAST,1.333503862,103.8552378,HDB Property
261 WATERLOO ST,1.298787526,103.851967,HDB Property
261 YISHUN ST 22,1.435309736,103.8386063,HDB Property
261A PUNGGOL WAY,1.405927099,103.8970132,HDB Property
261A SENGKANG EAST WAY,1.39409747,103.8944218,HDB Property
261A TOA PAYOH EAST,1.333726214,103.8557184,HDB Property
261B PUNGGOL WAY,1.406015347,103.8965083,HDB Property
261B SENGKANG EAST WAY,1.393494325,103.8944082,HDB Property
261C PUNGGOL WAY,1.405623025,103.8964704,HDB Property
261C SENGKANG EAST WAY,1.393322561,103.8948913,HDB Property
261D SENGKANG EAST WAY,1.393672077,103.8947928,HDB Property
262 BISHAN ST 22,1.359250112,103.842624,HDB Property
262 BOON LAY DR,1.344884356,103.7074303,HDB Property
262 BT BATOK EAST AVE 4,1.350623615,103.75933,HDB Property
262 COMPASSVALE ST,1.395106871,103.8951278,HDB Property
262 JURONG EAST ST 24,1.344127143,103.7411124,HDB Property
262 SERANGOON CTRL DR,1.353230846,103.8720435,HDB Property
262 TAMPINES ST 21,1.353756649,103.9509704,HDB Property
262 TOA PAYOH EAST,1.333204404,103.8556183,HDB Property
262 WATERLOO ST,1.298539163,103.851856,HDB Property
262 YISHUN ST 22,1.435780112,103.8391709,HDB Property
262A BOON LAY DR,1.345659089,103.7072552,HDB Property
262A COMPASSVALE ST,1.395541397,103.8949406,HDB Property
262B COMPASSVALE ST,1.395100053,103.8954705,HDB Property
262C COMPASSVALE ST,1.394570342,103.8951053,HDB Property
262D COMPASSVALE ST,1.394240375,103.8949716,HDB Property
263 BISHAN ST 22,1.358900286,103.8425933,HDB Property
263 BOON LAY DR,1.344941713,103.7070242,HDB Property
263 BT BATOK EAST AVE 4,1.350291537,103.7590904,HDB Property
263 COMPASSVALE ST,1.394848165,103.8960423,HDB Property
263 JURONG EAST ST 24,1.34434378,103.7417961,HDB Property
263 SERANGOON CTRL DR,1.353863227,103.8719396,HDB Property
263 TAMPINES ST 21,1.35330603,103.9511443,HDB Property
263 TOA PAYOH EAST,1.332963864,103.8554474,HDB Property
263 WATERLOO ST,1.298608861,103.852267,HDB Property
263 YISHUN ST 22,1.436162981,103.8391111,HDB Property
263A BISHAN ST 22,1.359184399,103.8419546,HDB Property
264 BISHAN ST 24,1.358658979,103.8420498,HDB Property
264 BOON LAY DR,1.346077721,103.7068898,HDB Property
264 BT BATOK EAST AVE 4,1.349910258,103.7590402,HDB Property
264 JURONG EAST ST 24,1.343828697,103.7416542,HDB Property
264 PUNGGOL WAY,1.406140153,103.8990243,HDB Property
264 SERANGOON CTRL,1.352274083,103.8721032,HDB Property
264 TAMPINES ST 21,1.352804865,103.9511457,HDB Property
264 TOA PAYOH EAST,1.332464536,103.8552375,HDB Property
264 WATERLOO ST,1.299009418,103.8522849,HDB Property
264 YISHUN ST 22,1.435874166,103.8385037,HDB Property
264A COMPASSVALE BOW,1.381135032,103.8968314,HDB Property
264A PUNGGOL WAY,1.405977041,103.8985441,HDB Property
264B COMPASSVALE BOW,1.3812863,103.8965434,HDB Property
264C COMPASSVALE BOW,1.381456029,103.8961647,HDB Property
264D COMPASSVALE BOW,1.381545075,103.8959434,HDB Property
264E COMPASSVALE BOW,1.381659187,103.8955049,HDB Property
264F COMPASSVALE BOW,1.381721252,103.895198,HDB Property
265 BISHAN ST 24,1.35831238,103.8420882,HDB Property
265 BOON LAY DR,1.34567943,103.7065993,HDB Property
265 BT BATOK EAST AVE 4,1.350008402,103.7598628,HDB Property
265 COMPASSVALE LINK,1.382052524,103.8953673,HDB Property
265 KIM KEAT AVE,1.331681759,103.860095,HDB Property
265 SERANGOON CTRL DR,1.352964234,103.8714716,HDB Property
265 TAMPINES ST 21,1.352453492,103.9502389,HDB Property
265 TOH GUAN RD,1.340708117,103.7447023,HDB Property
265 YISHUN ST 22,1.436533109,103.8386779,HDB Property
265A COMPASSVALE LINK,1.382268333,103.8952789,HDB Property
265A KIM KEAT AVE,1.331998673,103.8598073,HDB Property
265A PUNGGOL WAY,1.405666869,103.8987156,HDB Property
265B COMPASSVALE LINK,1.382137166,103.8957423,HDB Property
265B PUNGGOL WAY,1.405199693,103.8986626,HDB Property
265C COMPASSVALE LINK,1.382088599,103.8959678,HDB Property
265C PUNGGOL WAY,1.40499729,103.8985186,HDB Property
265D COMPASSVALE BOW,1.381957534,103.8964311,HDB Property
265D PUNGGOL WAY,1.40482605,103.8983017,HDB Property
265E COMPASSVALE BOW,1.381909152,103.8966563,HDB Property
266 BISHAN ST 24,1.357930021,103.8420881,HDB Property
266 BOON LAY DR,1.346103106,103.7063127,HDB Property
266 BT BATOK EAST AVE 4,1.349360305,103.7600195,HDB Property
266 COMPASSVALE BOW,1.381877713,103.8970399,HDB Property
266 KIM KEAT AVE,1.332068572,103.8594867,HDB Property
266 PASIR RIS ST 21,1.366133829,103.9638826,HDB Property
266 PUNGGOL WAY,1.405460028,103.8983542,HDB Property
266 SERANGOON CTRL DR,1.35323213,103.8714724,HDB Property
266 TAMPINES ST 21,1.351965749,103.9502377,HDB Property
266 TOH GUAN RD,1.341341309,103.7443434,HDB Property
266 YISHUN ST 22,1.43700349,103.8388247,HDB Property
266A COMPASSVALE BOW,1.38245908,103.8968018,HDB Property
266A KIM KEAT AVE,1.332022363,103.859045,HDB Property
266A PUNGGOL WAY,1.405960716,103.8979707,HDB Property
266B COMPASSVALE BOW,1.382579359,103.8972253,HDB Property
266B PUNGGOL WAY,1.405574739,103.8979257,HDB Property
266C COMPASSVALE BOW,1.382719662,103.8973621,HDB Property
266C PUNGGOL WAY,1.405154198,103.8978052,HDB Property
266D COMPASSVALE BOW,1.381665322,103.8966435,HDB Property
266D PUNGGOL WAY,1.404939601,103.8980368,HDB Property
267 BISHAN ST 24,1.35763464,103.8428133,HDB Property
267 BOON LAY DR,1.34644748,103.7069468,HDB Property
267 BT BATOK EAST AVE 4,1.348809566,103.7598926,HDB Property
267 COMPASSVALE LINK,1.383744417,103.8970466,HDB Property
267 KIM KEAT AVE,1.331693557,103.8590284,HDB Property
267 PASIR RIS ST 21,1.365941684,103.9634759,HDB Property
267 PUNGGOL FIELD,1.404063782,103.897907,HDB Property
267 SERANGOON AVE 3,1.353169666,103.8709537,HDB Property
267 TAMPINES ST 21,1.350772788,103.9492592,HDB Property
267 TOH GUAN RD,1.341117369,103.7447947,HDB Property
267 YISHUN ST 22,1.437008763,103.8393343,HDB Property
267A COMPASSVALE LINK,1.382952332,103.8978626,HDB Property
267A KIM KEAT AVE,1.331734411,103.8592451,HDB Property
267A PASIR RIS ST 21,1.365602729,103.963039,HDB Property
267A PUNGGOL FIELD,1.404559087,103.8975049,HDB Property
267A TOH GUAN RD,1.34155989,103.7449372,HDB Property
267B COMPASSVALE LINK,1.383199995,103.8974332,HDB Property
267B PUNGGOL FIELD,1.404432739,103.8979324,HDB Property
267C PUNGGOL FIELD,1.404290802,103.8983193,HDB Property
268 BISHAN ST 24,1.357614908,103.8421451,HDB Property
268 BOON LAY DR,1.347837253,103.7077531,HDB Property
268 BT BATOK EAST AVE 4,1.34926274,103.7591901,HDB Property
268 COMPASSVALE LINK,1.384505643,103.8959604,HDB Property
268 PASIR RIS ST 21,1.365289934,103.9630144,HDB Property
268 PUNGGOL FIELD,1.403541088,103.8971408,HDB Property
268 TAMPINES ST 21,1.351390288,103.9478975,HDB Property
268 TOH GUAN RD,1.341866529,103.7450352,HDB Property
268 YISHUN ST 22,1.437217697,103.8395063,HDB Property
268A BOON LAY DR,1.347980012,103.7075473,HDB Property
268A BISHAN ST 24,1.357294572,103.8427314,HDB Property
268A COMPASSVALE LINK,1.384168694,103.8966479,HDB Property
268A PUNGGOL FIELD,1.404111506,103.8973989,HDB Property
268B BOON LAY DR,1.347494155,103.7079409,HDB Property
268B COMPASSVALE LINK,1.384455569,103.8962528,HDB Property
268B PUNGGOL FIELD,1.403782416,103.8973001,HDB Property
268C BOON LAY DR,1.347131796,103.707996,HDB Property
268C COMPASSVALE LINK,1.384767061,103.8959578,HDB Property
268C PUNGGOL FIELD,1.403474149,103.8979384,HDB Property
268D COMPASSVALE LINK,1.385079303,103.8958527,HDB Property
268D PUNGGOL FIELD,1.403313781,103.8983589,HDB Property
269 BISHAN ST 24,1.356888656,103.8426739,HDB Property
269 BT BATOK EAST AVE 4,1.348757884,103.7594517,HDB Property
269 COMPASSVALE LINK,1.38437249,103.895653,HDB Property
269 PASIR RIS ST 21,1.36530054,103.9637505,HDB Property
269 PUNGGOL FIELD,1.403420234,103.899448,HDB Property
269 QUEEN ST,1.300480137,103.8539137,HDB Property
269 TAMPINES ST 21,1.350745436,103.9480244,HDB Property
269 TOH GUAN RD,1.34146035,103.7456777,HDB Property
269 YISHUN ST 22,1.437125378,103.840329,HDB Property
269A COMPASSVALE LINK,1.383715005,103.895589,HDB Property
269A PASIR RIS ST 21,1.364807492,103.9634614,HDB Property
269A PUNGGOL FIELD,1.403149047,103.8989758,HDB Property
269A QUEEN ST,1.300527362,103.8538233,HDB Property
269A YISHUN ST 22,1.436902395,103.8410324,HDB Property
269B COMPASSVALE LINK,1.383601147,103.8959425,HDB Property
269B PASIR RIS ST 21,1.365430934,103.9634689,HDB Property
269B PUNGGOL FIELD,1.403443932,103.8986665,HDB Property
269B QUEEN ST,1.300356709,103.8534664,HDB Property
269B YISHUN ST 22,1.436495939,103.841261,HDB Property
269C COMPASSVALE LINK,1.383511983,103.896374,HDB Property
269C PUNGGOL FIELD,1.403652033,103.8985316,HDB Property
269C QUEEN ST,1.300743073,103.8535635,HDB Property
269D COMPASSVALE LINK,1.383442132,103.896801,HDB Property
27 BALAM RD,1.330308116,103.8863082,HDB Property
27 BENDEMEER RD,1.318838154,103.8628158,HDB Property
27 CHAI CHEE RD,1.324133639,103.9234998,HDB Property
27 DOVER CRES,1.305422783,103.7813204,HDB Property
27 GHIM MOH LINK,1.308371263,103.7851335,HDB Property
27 JLN BERSEH,1.306600469,103.8577997,HDB Property
27 JLN BAHAGIA,1.326021022,103.858992,HDB Property
27 JLN MEMBINA,1.282766501,103.8246795,HDB Property
27 LIM LIAK ST,1.285437042,103.8308393,HDB Property
27 MARINE CRES,1.304025089,103.9135015,HDB Property
27 MARSILING DR,1.442277085,103.7741728,HDB Property
27 NEW UPP CHANGI RD,1.324124329,103.934921,HDB Property
27 TELOK BLANGAH WAY,1.274468661,103.8214741,HDB Property
27 TOA PAYOH EAST,1.332270007,103.8563604,HDB Property
27A BALAM RD,1.330381823,103.885789,HDB Property
27A CHAI CHEE RD,1.323793461,103.9232668,HDB Property
27A JLN MEMBINA,1.282218691,103.8245363,HDB Property
27B JLN MEMBINA,1.282908655,103.824868,HDB Property
270 BANGKIT RD,1.376495198,103.77421,HDB Property
270 BISHAN ST 24,1.35696105,103.8421654,HDB Property
270 PASIR RIS ST 21,1.36553638,103.9643986,HDB Property
270 PUNGGOL FIELD,1.40373249,103.8991301,HDB Property
270 QUEEN ST,1.301102016,103.8541158,HDB Property
270 SENGKANG CTRL,1.386136014,103.8942144,HDB Property
270 TAMPINES ST 21,1.34963011,103.9486352,HDB Property
270 TOH GUAN RD,1.341229743,103.7461194,HDB Property
270 YISHUN ST 22,1.437421344,103.8399825,HDB Property
270A PUNGGOL FIELD,1.403979501,103.8994549,HDB Property
270A SENGKANG CTRL,1.385751978,103.894255,HDB Property
270B PUNGGOL FIELD,1.404108025,103.8990319,HDB Property
270C PUNGGOL FIELD,1.404315452,103.8988518,HDB Property
271 BANGKIT RD,1.377148327,103.7740238,HDB Property
271 BISHAN ST 24,1.356615758,103.8423176,HDB Property
271 BT BATOK EAST AVE 4,1.348172638,103.7588931,HDB Property
271 CHOA CHU KANG AVE 2,1.37869966,103.7425323,HDB Property
271 JURONG WEST ST 24,1.350530188,103.7038874,HDB Property
271 PASIR RIS ST 21,1.365667831,103.9639632,HDB Property
271 PUNGGOL WALK,1.403431658,103.9006272,HDB Property
271 QUEEN ST,1.300932673,103.853991,HDB Property
271 SENGKANG CTRL,1.385772225,103.8945651,HDB Property
271 TAMPINES ST 21,1.349808323,103.949578,HDB Property
271 TOH GUAN RD,1.341681996,103.7462455,HDB Property
271 YISHUN ST 22,1.437786584,103.8403741,HDB Property
271A JURONG WEST ST 24,1.350881446,103.7040623,HDB Property
271A PUNGGOL WALK,1.403745397,103.9003189,HDB Property
271A SENGKANG CTRL,1.385955885,103.8946548,HDB Property
271B JURONG WEST ST 24,1.350504607,103.7042506,HDB Property
271B PUNGGOL WALK,1.40417055,103.9005811,HDB Property
271B SENGKANG CTRL,1.385455446,103.8944904,HDB Property
271C JURONG WEST ST 24,1.350153145,103.7042931,HDB Property
271C PUNGGOL WALK,1.403941659,103.9010343,HDB Property
271C SENGKANG CTRL,1.385012435,103.8944149,HDB Property
271D JURONG WEST ST 24,1.350035071,103.7049079,HDB Property
271D PUNGGOL WALK,1.403514326,103.9008903,HDB Property
272 BANGKIT RD,1.377573173,103.7744621,HDB Property
272 BISHAN ST 24,1.356294894,103.8428226,HDB Property
272 BT BATOK EAST AVE 4,1.348815442,103.7579519,HDB Property
272 CHOA CHU KANG AVE 2,1.378720938,103.7429237,HDB Property
9 TOH YI DR,1.338304798,103.7735416,HDB Property
272 JURONG WEST ST 24,1.350333496,103.7046641,HDB Property
272 PASIR RIS ST 21,1.364657189,103.9647218,HDB Property
272 PUNGGOL WALK,1.402851141,103.9007655,HDB Property
272 SENGKANG CTRL,1.384606223,103.8937373,HDB Property
272 TAMPINES ST 22,1.349159418,103.9502815,HDB Property
272 TOH GUAN RD,1.342104131,103.7454087,HDB Property
272 YISHUN ST 22,1.438097638,103.8396421,HDB Property
272A JURONG WEST ST 24,1.350266828,103.7052399,HDB Property
272A PASIR RIS ST 21,1.364915572,103.9650337,HDB Property
272A PUNGGOL WALK,1.403145259,103.900666,HDB Property
272A SENGKANG CTRL,1.385261807,103.8939593,HDB Property
272B JURONG WEST ST 24,1.350520817,103.7048622,HDB Property
272B PUNGGOL WALK,1.403295668,103.9002354,HDB Property
272B SENGKANG CTRL,1.384760342,103.8939391,HDB Property
272C JURONG WEST ST 24,1.350914742,103.7046276,HDB Property
272C PUNGGOL WALK,1.402857065,103.9000672,HDB Property
272C SENGKANG CTRL,1.384273327,103.893821,HDB Property
272D JURONG WEST ST 24,1.351129349,103.7044448,HDB Property
272D PUNGGOL WALK,1.402733475,103.9004635,HDB Property
272D SENGKANG CTRL,1.383931005,103.8935644,HDB Property
273 BANGKIT RD,1.377573211,103.7753528,HDB Property
273 BISHAN ST 24,1.356357367,103.8437023,HDB Property
273 BT BATOK EAST AVE 4,1.348422645,103.7575792,HDB Property
273 CHOA CHU KANG AVE 2,1.379250434,103.7430727,HDB Property
273 COMPASSVALE LINK,1.384447123,103.8946974,HDB Property
273 JURONG WEST AVE 3,1.351994635,103.702827,HDB Property
273 PASIR RIS ST 21,1.364846275,103.9641132,HDB Property
273 PUNGGOL PL,1.402714811,103.9018932,HDB Property
273 TAMPINES ST 22,1.348687161,103.9504503,HDB Property
273 TOH GUAN RD,1.342661948,103.7453109,HDB Property
273 YISHUN ST 22,1.437685381,103.839677,HDB Property
273A BISHAN ST 24,1.356366211,103.843934,HDB Property
273A COMPASSVALE LINK,1.384074856,103.8949397,HDB Property
273A JURONG WEST AVE 3,1.351450362,103.7034853,HDB Property
273A PUNGGOL PL,1.402284312,103.9021043,HDB Property
273A PASIR RIS ST 21,1.364814909,103.9638962,HDB Property
273A TOH GUAN RD,1.342411418,103.7459752,HDB Property
273B BISHAN ST 24,1.356072993,103.8434702,HDB Property
273B COMPASSVALE LINK,1.384543743,103.8950018,HDB Property
273B JURONG WEST AVE 3,1.351556337,103.7036275,HDB Property
273B PUNGGOL PL,1.401960108,103.9017788,HDB Property
273C BISHAN ST 24,1.355986912,103.8437203,HDB Property
273C COMPASSVALE LINK,1.384606791,103.8945019,HDB Property
273C JURONG WEST AVE 3,1.351832419,103.7040078,HDB Property
273C PUNGGOL PL,1.402303014,103.9012624,HDB Property
273D COMPASSVALE LINK,1.38414099,103.8944433,HDB Property
273D JURONG WEST AVE 3,1.352255026,103.7030813,HDB Property
273D PUNGGOL PL,1.402523182,103.9012959,HDB Property
273E COMPASSVALE LINK,1.384132398,103.8940303,HDB Property
